dog,sample,burst-timestamp,sample-timestamp,behaviour,X,Y,Z
gs,117834,10:51.0,10:51.5,eat,2381,2216,1671
gs,117834,10:51.0,10:51.6,eat,2349,2184,1669
gs,117834,10:51.0,10:51.7,eat,2421,2210,1757
gs,117834,10:51.0,10:51.8,eat,2453,2181,1730
gs,117834,10:51.0,10:51.9,eat,2373,2217,1678
gs,117834,10:51.0,10:52.0,eat,2393,2142,1681
gs,117834,10:51.0,10:52.1,eat,2259,2249,1752
gs,117834,10:51.0,10:52.2,eat,2409,2095,1704
gs,117834,10:51.0,10:52.3,eat,2426,2089,1725
gs,117834,10:51.0,10:52.4,eat,2403,2207,1704
gs,117834,10:51.0,10:52.5,eat,2338,2154,1666
gs,117834,10:51.0,10:52.6,eat,2400,2175,1732
gs,117834,10:51.0,10:52.7,eat,2337,2253,1627
gs,117834,10:51.0,10:52.8,eat,2359,2129,1641
gs,117834,10:51.0,10:52.9,eat,2385,2136,1725
gs,117834,10:51.0,10:53.0,eat,2380,2204,1743
gs,117834,10:51.0,10:53.1,eat,2420,2105,1697
gs,117834,10:51.0,10:53.2,eat,2405,2148,1687
gs,117834,10:51.0,10:53.3,eat,2326,2192,1642
gs,117834,10:51.0,10:53.4,eat,2353,2052,1655
gs,117834,10:51.0,10:53.5,eat,2306,2333,1794
gs,117834,10:51.0,10:53.6,eat,2558,2148,1762
gs,117834,10:51.0,10:53.7,eat,2311,2155,1626
gs,117834,10:51.0,10:53.8,eat,2374,2128,1641
gs,117834,10:51.0,10:53.9,eat,2322,2108,1654
gs,117834,10:51.0,10:54.0,eat,2376,2278,1746
gs,117834,10:51.0,10:54.1,eat,2477,2120,1757
gs,117834,10:51.0,10:54.2,eat,2334,2085,1648
gs,117834,10:51.0,10:54.3,eat,2338,2133,1663
gs,117834,10:51.0,10:54.4,eat,2346,2092,1697
gs,117834,10:51.0,10:54.5,eat,2346,2145,1684
gs,117834,10:51.0,10:54.6,eat,2378,2198,1678
gs,117834,10:51.0,10:54.7,eat,2369,2166,1675
gs,117834,10:51.0,10:54.8,eat,2421,2245,1661
gs,117834,10:51.0,10:54.9,eat,2287,2223,1690
gs,117834,10:51.0,10:55.0,eat,2362,2195,1718
gs,117834,10:51.0,10:55.1,eat,2364,2166,1655
gs,117834,10:51.0,10:55.2,eat,2376,2206,1669
gs,117834,10:51.0,10:55.3,eat,2300,2172,1653
gs,117834,10:51.0,10:55.4,eat,2313,2191,1643
gs,117834,10:51.0,10:55.5,eat,2319,2144,1686
gs,117834,10:51.0,10:55.6,eat,2381,2112,1714
gs,117834,10:51.0,10:55.7,eat,2351,2245,1666
gs,117834,10:51.0,10:55.8,eat,2377,2162,1681
gs,117834,10:51.0,10:55.9,eat,2328,2203,1673
gs,117834,10:51.0,10:56.0,eat,2351,2189,1659
gs,117834,10:51.0,10:56.1,eat,2314,2263,1741
gs,117834,10:51.0,10:56.2,eat,2410,2182,1753
gs,117834,10:51.0,10:56.3,eat,2379,2206,1672
gs,117834,10:51.0,10:56.4,eat,2341,2223,1679
gs,117834,10:51.0,10:56.5,eat,2347,2242,1650
gs,117834,10:51.0,10:56.6,eat,2327,2199,1641
gs,117834,10:51.0,10:56.7,eat,2363,2145,1695
gs,117834,10:51.0,10:56.8,eat,2343,2159,1683
gs,117834,10:51.0,10:56.9,eat,2317,2160,1689
gs,117834,10:51.0,10:57.0,eat,2450,2255,1776
gs,117834,10:51.0,10:57.1,eat,2351,2123,1641
gs,117834,10:51.0,10:57.2,eat,2471,2244,1695
gs,117834,10:51.0,10:57.3,eat,2340,2128,1643
gs,117834,10:51.0,10:57.4,eat,2379,2177,1679
gs,117834,10:51.0,10:57.5,eat,2241,2213,1606
gs,117834,10:51.0,10:57.6,eat,2324,2190,1651
gs,117834,10:51.0,10:57.7,eat,2353,2186,1637
gs,117834,10:51.0,10:57.8,eat,2329,2218,1639
gs,117834,10:51.0,10:57.9,eat,2327,2170,1638
gs,117834,10:51.0,10:58.0,eat,2295,2166,1580
gs,117834,10:51.0,10:58.1,eat,2325,2079,1667
gs,117834,10:51.0,10:58.2,eat,2342,2154,1695
gs,117834,10:51.0,10:58.3,eat,2243,2213,1640
gs,117834,10:51.0,10:58.4,eat,2295,2183,1652
gs,117834,10:51.0,10:58.5,eat,2280,2253,1606
gs,117834,10:51.0,10:58.6,eat,2330,2194,1584
gs,117834,10:51.0,10:58.7,eat,2289,2169,1670
gs,117834,10:51.0,10:58.8,eat,2187,2224,1644
gs,117834,10:51.0,10:58.9,eat,2326,2224,1574
gs,117834,10:51.0,10:59.0,eat,2279,2297,1645
gs,117834,10:51.0,10:59.1,eat,2301,2207,1718
gs,117834,10:51.0,10:59.2,eat,2293,2138,1697
gs,117834,10:51.0,10:59.3,eat,2251,2214,1592
gs,117834,10:51.0,10:59.4,eat,2354,2178,1595
gs,117834,10:51.0,10:59.5,eat,2334,2164,1649
gs,117834,10:51.0,10:59.6,eat,2254,2138,1628
gs,117834,10:51.0,10:59.7,eat,2296,2209,1639
gs,117834,10:51.0,10:59.8,eat,2253,2147,1608
gs,117834,10:51.0,10:59.9,eat,2356,2179,1655
gs,117834,10:51.0,11:00.0,eat,2417,2177,1629
gs,117834,10:51.0,11:00.1,eat,2268,2199,1647
gs,117834,10:51.0,11:00.2,eat,2275,2159,1616
gs,117834,10:51.0,11:00.3,eat,2289,2134,1601
gs,117834,10:51.0,11:00.4,eat,2330,2333,1722
gs,117834,10:51.0,11:00.5,eat,2325,2154,1610
gs,117834,10:51.0,11:00.6,eat,2273,2196,1595
gs,117834,10:51.0,11:00.7,eat,2280,2144,1655
gs,117834,10:51.0,11:00.8,eat,2316,2123,1659
gs,117834,10:51.0,11:00.9,eat,2268,2271,1598
gs,117834,10:51.0,11:01.0,eat,2292,2162,1554
gs,117834,10:51.0,11:01.1,eat,2192,2167,1612
gs,117834,10:51.0,11:01.2,eat,2343,2181,1681
gs,117834,10:51.0,11:01.3,eat,2309,2209,1548
gs,117834,10:51.0,11:01.4,eat,2143,2212,1651
gs,117834,10:51.0,11:01.5,eat,2291,2294,1605
gs,117834,10:51.0,11:01.6,eat,2437,2108,1840
gs,117834,10:51.0,11:01.7,eat,2388,2306,1671
gs,117834,10:51.0,11:01.8,eat,2304,2097,1635
gs,117834,10:51.0,11:01.9,eat,2399,2205,1768
gs,117834,10:51.0,11:02.0,eat,2512,2236,1710
gs,117834,10:51.0,11:02.1,eat,2380,2214,1648
gs,117834,10:51.0,11:02.2,eat,2275,2203,1651
gs,117834,10:51.0,11:02.3,eat,2241,2184,1625
gs,117834,10:51.0,11:02.4,eat,2313,2299,1635
gs,117834,10:51.0,11:02.5,eat,2289,2189,1655
gs,117834,10:51.0,11:02.6,eat,2364,2169,1723
gs,117834,10:51.0,11:02.7,eat,2378,2184,1649
gs,117834,10:51.0,11:02.8,eat,2349,2177,1668
gs,117834,10:51.0,11:02.9,eat,2333,2210,1677
gs,117834,10:51.0,11:03.0,eat,2286,2173,1624
gs,117834,10:51.0,11:03.1,eat,2301,2211,1633
gs,117834,10:51.0,11:03.2,eat,2281,2184,1631
gs,117834,10:51.0,11:03.3,eat,2304,2171,1670
gs,117834,10:51.0,11:03.4,eat,2330,2191,1619
gs,117834,10:51.0,11:03.5,eat,2305,2202,1630
gs,117834,10:51.0,11:03.6,eat,2301,2179,1673
gs,117834,10:51.0,11:03.7,eat,2392,2218,1630
gs,117834,10:51.0,11:03.8,eat,2330,2159,1650
gs,117834,10:51.0,11:03.9,eat,2351,2157,1682
gs,117834,10:51.0,11:04.0,eat,2302,2205,1654
gs,117834,10:51.0,11:04.1,eat,2321,2175,1647
gs,117834,10:51.0,11:04.2,eat,2344,2159,1631
gs,117834,10:51.0,11:04.3,eat,2295,2174,1618
gs,117834,10:51.0,11:04.4,eat,2313,2173,1673
gs,117834,10:51.0,11:04.5,eat,2347,2150,1668
gs,117834,10:51.0,11:04.6,eat,2404,2163,1681
gs,117834,10:51.0,11:04.7,eat,2372,2185,1660
gs,117834,10:51.0,11:04.8,eat,2296,2203,1605
gs,117834,10:51.0,11:04.9,eat,2387,2174,1668
gs,117834,10:51.0,11:05.0,eat,2369,2169,1658
gs,117834,10:51.0,11:05.1,eat,2300,2158,1649
gs,117834,10:51.0,11:05.2,eat,2326,2182,1560
gs,117834,10:51.0,11:05.3,eat,2371,2133,1714
gs,117834,10:51.0,11:05.4,eat,2341,2179,1664
gs,117834,10:51.0,11:05.5,eat,2334,2177,1648
gs,117834,10:51.0,11:05.6,eat,2296,2172,1656
gs,117834,10:51.0,11:05.7,eat,2286,2206,1599
gs,117834,10:51.0,11:05.8,eat,2281,2194,1559
gs,117834,10:51.0,11:05.9,eat,2333,2096,1692
gs,117834,10:51.0,11:06.0,eat,2351,2199,1665
gs,117834,10:51.0,11:06.1,eat,2327,2174,1655
gs,117834,10:51.0,11:06.2,eat,2310,2215,1661
gs,117834,10:51.0,11:06.3,eat,2292,2188,1632
gs,117834,10:51.0,11:06.4,eat,2388,2266,1700
gs,117834,10:51.0,11:06.5,eat,2305,2140,1670
gs,117834,10:51.0,11:06.6,eat,2314,2181,1640
gs,117834,10:51.0,11:06.7,eat,2302,2165,1579
gs,117834,10:51.0,11:06.8,eat,2297,2181,1659
gs,117834,10:51.0,11:06.9,eat,2307,2203,1638
gs,117834,10:51.0,11:07.0,eat,2262,2198,1645
gs,117834,10:51.0,11:07.1,eat,2341,2221,1674
gs,117834,10:51.0,11:07.2,eat,2348,2159,1650
gs,117834,10:51.0,11:07.3,eat,2328,2241,1666
gs,117834,10:51.0,11:07.4,eat,2320,2181,1648
gs,117834,10:51.0,11:07.5,eat,2329,2240,1673
gs,117834,10:51.0,11:07.6,eat,2367,2186,1635
gs,117834,10:51.0,11:07.7,eat,2338,2171,1686
gs,117834,10:51.0,11:07.8,eat,2347,2171,1669
gs,117834,10:51.0,11:07.9,eat,2343,2250,1657
gs,117834,10:51.0,11:08.0,eat,2333,2176,1701
gs,117834,10:51.0,11:08.1,eat,2311,2176,1669
gs,117834,10:51.0,11:08.2,eat,2316,2151,1655
gs,117834,10:51.0,11:08.3,eat,2337,2165,1646
gs,117834,10:51.0,11:08.4,eat,2318,2175,1618
gs,117834,10:51.0,11:08.5,eat,2286,2166,1640
gs,117834,10:51.0,11:08.6,eat,2280,2168,1660
gs,117834,10:51.0,11:08.7,eat,2315,2208,1611
gs,117834,10:51.0,11:08.8,eat,2333,2195,1739
gs,117834,10:51.0,11:08.9,eat,2358,2047,1729
gs,117834,11:12.0,11:16.0,forage,2274,2037,1699
gs,117834,11:12.0,11:16.1,forage,2285,2120,1773
gs,117834,11:12.0,11:16.2,forage,2194,2125,1436
gs,117834,11:12.0,11:16.3,forage,2201,2363,1746
gs,117834,11:12.0,11:16.4,forage,2346,2269,1861
gs,117834,11:12.0,11:16.5,forage,2457,2022,1523
gs,117834,11:12.0,11:16.6,forage,2561,2213,1543
gs,117834,11:12.0,11:16.7,forage,2134,2355,1655
gs,117834,11:12.0,11:16.8,forage,2152,2238,1964
gs,117834,11:12.0,11:16.9,forage,2415,2333,1615
gs,117834,11:12.0,11:17.0,forage,2370,2418,1646
gs,117834,11:12.0,11:17.1,forage,2452,2390,1801
gs,117834,11:12.0,11:17.2,forage,2124,2320,1806
gs,117834,11:12.0,11:17.3,forage,2388,2298,1474
gs,117834,11:12.0,11:17.4,forage,2377,2139,1664
gs,117834,11:12.0,11:17.5,forage,2287,2248,1656
gs,117834,11:12.0,11:17.6,forage,2190,2280,1703
gs,117834,11:12.0,11:17.7,forage,2260,1769,1565
gs,117834,11:12.0,11:17.8,forage,2437,2399,1591
gs,117834,11:12.0,11:17.9,forage,2527,2228,1455
gs,117834,11:12.0,11:18.0,forage,2264,2260,1605
gs,117834,11:12.0,11:18.1,forage,2093,2069,1561
gs,117834,11:12.0,11:18.2,forage,2170,1879,1639
gs,117834,11:12.0,11:18.3,forage,2092,2235,1472
gs,117834,11:12.0,11:18.4,forage,2065,2244,1571
gs,117834,11:12.0,11:18.5,forage,1940,2139,1667
gs,117834,11:12.0,11:18.6,forage,2139,2196,1714
gs,117834,11:12.0,11:18.7,forage,2334,2297,1680
gs,117834,11:12.0,11:18.8,forage,2347,2405,1380
gs,117834,11:12.0,11:18.9,forage,2381,2127,1584
gs,117834,11:12.0,11:19.0,forage,1938,2308,1596
gs,117834,11:12.0,11:19.1,forage,2136,2224,1499
gs,117834,11:12.0,11:19.2,forage,2144,1918,1675
gs,117834,11:12.0,11:19.3,forage,2132,2250,1507
gs,117834,11:12.0,11:19.4,forage,2090,2183,1776
gs,117834,11:12.0,11:19.5,forage,2285,2492,1565
gs,117834,11:12.0,11:19.6,forage,2167,2206,1488
gs,117834,11:12.0,11:19.7,forage,2383,2303,1721
gs,117834,11:12.0,11:19.8,forage,1953,2125,1853
gs,117834,11:12.0,11:19.9,forage,2470,2207,1431
gs,117834,11:12.0,11:20.0,forage,2241,2190,1579
gs,117834,11:12.0,11:20.1,forage,2286,2081,1668
gs,117834,11:12.0,11:20.2,forage,2317,2120,1738
gs,117834,11:12.0,11:20.3,forage,2399,2517,1467
gs,117834,11:12.0,11:20.4,forage,2293,2323,1762
gs,117834,11:12.0,11:20.5,forage,2257,1970,1570
gs,117834,11:12.0,11:20.6,forage,2251,2327,1751
gs,117834,11:12.0,11:20.7,forage,2294,2264,1556
gs,117834,11:12.0,11:20.8,forage,2300,2159,1599
gs,117834,11:12.0,11:20.9,forage,2297,2043,1555
gs,117834,11:12.0,11:21.0,forage,2218,2255,1556
gs,117834,11:12.0,11:21.1,forage,2175,2068,1763
gs,117834,11:12.0,11:21.2,forage,2396,2200,1409
gs,117834,11:12.0,11:21.3,forage,2254,2130,1696
gs,117834,11:12.0,11:21.4,forage,2235,2157,1739
gs,117834,11:12.0,11:21.5,forage,2331,2276,1672
gs,117834,11:12.0,11:21.6,forage,2080,2318,1712
gs,117834,11:12.0,11:21.7,forage,2148,2392,1398
gs,117834,11:12.0,11:21.8,forage,2634,2123,1724
gs,117834,11:12.0,11:21.9,forage,2083,2259,1489
gs,117834,11:12.0,11:22.0,forage,2144,2015,1868
gs,117834,11:12.0,11:22.1,forage,2413,2477,1737
gs,117834,11:12.0,11:22.2,forage,2395,2366,1679
gs,117834,11:12.0,11:22.3,forage,2237,2409,1622
gs,117834,11:12.0,11:22.4,forage,2261,2322,1823
gs,117834,11:12.0,11:22.5,forage,2561,2199,1903
gs,117834,11:12.0,11:22.6,forage,2202,2243,1573
gs,117834,11:12.0,11:22.7,forage,2299,2281,1554
gs,117834,11:12.0,11:22.8,forage,2208,2328,1614
gs,117834,11:12.0,11:22.9,forage,2198,2144,1713
gs,117834,11:12.0,11:23.0,forage,2533,2032,1600
gs,117834,11:12.0,11:23.1,forage,2358,2082,1506
gs,117834,11:12.0,11:23.2,forage,2153,2358,1536
gs,117834,11:12.0,11:23.3,forage,2352,2207,1690
gs,117834,11:12.0,11:23.4,forage,2098,2242,1778
gs,117834,11:12.0,11:23.5,forage,2234,2104,1328
gs,117834,11:12.0,11:23.6,forage,2320,1893,1603
gs,117834,11:12.0,11:23.7,forage,2253,2069,1575
gs,117834,11:12.0,11:23.8,forage,2143,2122,1852
gs,117834,11:12.0,11:23.9,forage,2521,2074,1496
gs,117834,11:12.0,11:24.0,forage,2363,2126,1593
gs,117834,11:12.0,11:24.1,forage,2321,2023,1690
gs,117834,11:12.0,11:24.2,forage,2278,2346,1713
gs,117834,11:12.0,11:24.3,forage,2255,2411,1577
gs,117834,11:12.0,11:24.4,forage,2469,2253,1656
gs,117834,11:12.0,11:24.5,forage,2304,2086,1645
gs,117834,11:12.0,11:24.6,forage,2278,2176,1724
gs,117834,11:12.0,11:24.7,forage,2164,2186,1672
gs,117834,11:12.0,11:24.8,forage,2382,2334,1592
gs,117834,11:12.0,11:24.9,forage,2442,2297,1862
gs,117834,11:12.0,11:25.0,forage,2185,2349,1676
gs,117834,11:12.0,11:25.1,forage,2391,2388,1611
gs,117834,11:12.0,11:25.2,forage,2240,2295,1736
gs,117834,11:12.0,11:25.3,forage,2152,2305,1804
gs,117834,11:12.0,11:25.4,forage,2418,2551,1740
gs,117834,11:12.0,11:25.5,forage,2457,2306,1727
gs,117834,11:12.0,11:25.6,forage,2315,2319,1764
gs,117834,11:12.0,11:25.7,forage,2301,2185,1677
gs,117834,11:12.0,11:25.8,forage,2215,2460,1644
gs,117834,11:12.0,11:25.9,forage,2317,2210,1656
gs,117834,11:12.0,11:26.0,forage,2261,2071,1711
gs,117834,11:12.0,11:26.1,forage,2270,2463,1527
gs,117834,11:12.0,11:26.2,forage,2162,2354,1616
gs,117834,11:12.0,11:26.3,forage,2144,2395,1709
gs,117834,11:12.0,11:26.4,forage,2238,2185,1829
gs,117834,11:12.0,11:26.5,forage,2252,2358,1494
gs,117834,11:12.0,11:26.6,forage,2458,2085,1779
gs,117834,11:12.0,11:26.7,forage,2122,2431,1425
gs,117834,11:12.0,11:26.8,forage,2152,2141,1664
gs,117834,11:12.0,11:26.9,forage,2201,2306,1618
gs,117834,11:12.0,11:27.0,forage,2371,2494,1758
gs,117834,11:12.0,11:27.1,forage,2190,2373,1697
gs,117834,11:12.0,11:27.2,forage,2224,2319,1644
gs,117834,11:12.0,11:27.3,forage,2266,2215,1794
gs,117834,11:12.0,11:27.4,forage,2659,2276,1521
gs,117834,11:12.0,11:27.5,forage,2446,2103,1637
gs,117834,11:12.0,11:27.6,forage,2293,2151,1648
gs,117834,11:12.0,11:27.7,forage,2142,2320,1535
gs,117834,11:12.0,11:27.8,forage,2256,2096,1749
gs,117834,11:12.0,11:27.9,forage,2275,2248,1547
gs,117834,12:14.0,12:18.0,run,1196,1309,2476
gs,117834,12:14.0,12:18.1,run,2917,2399,2122
gs,117834,12:14.0,12:18.2,run,2487,3376,1170
gs,117834,12:14.0,12:18.3,run,1608,1879,1607
gs,117834,12:14.0,12:18.4,run,1508,2062,2107
gs,117834,12:14.0,12:18.5,run,2107,1897,2055
gs,117834,12:14.0,12:18.6,run,3315,2819,1096
gs,117834,12:14.0,12:18.7,run,2430,2438,1247
gs,117834,12:14.0,12:18.8,run,2157,2275,2322
gs,117834,12:14.0,12:18.9,run,1834,1961,1985
gs,117834,12:14.0,12:19.0,run,2185,3255,1298
gs,117834,12:14.0,12:19.1,run,2104,2062,1853
gs,117834,12:14.0,12:19.2,run,2526,2539,1898
gs,117834,12:14.0,12:19.3,run,1909,1966,1848
gs,117834,12:14.0,12:19.4,run,3366,1782,1999
gs,117834,12:14.0,12:19.5,run,2384,2490,1950
gs,117834,12:14.0,12:19.6,run,2459,1484,2345
gs,117834,12:14.0,12:19.7,run,2328,2917,1488
gs,117834,12:14.0,12:19.8,run,2289,2190,1642
gs,117834,12:14.0,12:19.9,run,2154,2108,1983
gs,117834,12:14.0,12:20.0,run,2212,3025,1454
gs,117834,12:14.0,12:20.1,run,2139,2296,1780
gs,117834,12:14.0,12:20.2,run,1581,2025,1849
gs,117834,12:14.0,12:20.3,run,1751,2389,1618
gs,117834,12:14.0,12:20.4,run,1943,2513,1376
gs,117834,12:14.0,12:20.5,run,1872,2075,1825
gs,117834,12:14.0,12:20.6,run,1842,2381,1830
gs,117834,12:14.0,12:20.7,run,2158,2660,1382
gs,117834,12:14.0,12:20.8,run,1948,2146,1875
gs,117834,12:14.0,12:20.9,run,1913,2383,1798
gs,117834,12:14.0,12:21.0,run,1895,2507,1293
gs,117834,12:14.0,12:21.1,run,1918,2265,1920
gs,117834,12:14.0,12:21.2,run,2260,2505,1614
gs,117834,12:14.0,12:21.3,run,2010,2459,1408
gs,117834,12:14.0,12:21.4,run,1938,2354,1906
gs,117834,12:14.0,12:21.5,run,2181,2164,2059
gs,117834,12:14.0,12:21.6,run,2191,2500,1266
gs,117834,12:14.0,12:21.7,run,1908,2208,1548
gs,117834,12:14.0,12:21.8,run,2064,2208,2002
gs,117834,12:14.0,12:21.9,run,2020,2523,1400
gs,117834,12:14.0,12:22.0,run,1984,2385,1559
gs,117834,12:14.0,12:22.1,run,1931,2295,1837
gs,117834,12:14.0,12:22.2,run,2009,2385,1692
gs,117834,12:14.0,12:22.3,run,2092,2390,1569
gs,117834,12:14.0,12:22.4,run,1941,2309,1680
gs,117834,12:14.0,12:22.5,run,1882,2262,1697
gs,117834,12:14.0,12:22.6,run,1620,2411,1614
gs,117834,12:14.0,12:22.7,run,1984,2512,1693
gs,117834,12:14.0,12:22.8,run,1983,2394,1760
gs,117834,12:14.0,12:22.9,run,1979,2437,1776
gs,117834,12:14.0,12:23.0,run,1986,2407,1754
gs,117834,12:14.0,12:23.1,run,1863,2238,1713
gs,117834,12:14.0,12:23.2,run,1829,2212,1546
gs,117834,12:14.0,12:23.3,run,2061,2231,1425
gs,117834,12:14.0,12:23.4,run,2093,2356,1539
gs,117834,12:14.0,12:23.5,run,1746,2223,1768
gs,117834,12:14.0,12:23.6,run,1963,2381,1324
gs,117834,12:14.0,12:23.7,run,1764,2441,1611
gs,117834,12:14.0,12:23.8,run,1733,2297,2019
gs,117834,12:14.0,12:23.9,run,2270,2594,1810
gs,117834,12:14.0,12:24.0,run,1649,2431,1392
gs,117834,12:14.0,12:24.1,run,1899,2342,2075
gs,117834,12:14.0,12:24.2,run,2442,3005,1390
gs,117834,12:14.0,12:24.3,run,1844,2663,1674
gs,117834,12:14.0,12:24.4,run,1674,1982,1885
gs,117834,12:14.0,12:24.5,run,2508,3002,1229
gs,117834,12:14.0,12:24.6,run,2001,2174,1777
gs,117834,12:14.0,12:24.7,run,1816,2004,2055
gs,117834,12:14.0,12:24.8,run,1854,2938,1417
gs,117834,12:14.0,12:24.9,run,1645,1663,1877
gs,117834,12:14.0,12:25.0,run,2365,3076,896
gs,117834,12:14.0,12:25.1,run,1965,2075,1802
gs,117834,12:14.0,12:25.2,run,1570,1918,1965
gs,117834,12:14.0,12:25.3,run,2086,3010,1333
gs,117834,12:14.0,12:25.4,run,1839,1819,1995
gs,117834,12:14.0,12:25.5,run,2043,2868,1319
gs,117834,12:14.0,12:25.6,run,1987,2124,1777
gs,117834,12:14.0,12:25.7,run,1652,1987,2049
gs,117834,12:14.0,12:25.8,run,2274,2975,1318
gs,117834,12:14.0,12:25.9,run,2080,1959,1873
gs,117834,12:14.0,12:26.0,run,236,3075,1407
gs,117834,12:14.0,12:26.1,run,2055,2254,1619
gs,117834,12:14.0,12:26.2,run,1777,1831,2019
gs,117834,12:14.0,12:26.3,run,2403,2909,1390
gs,117834,12:14.0,12:26.4,run,1903,1890,2080
gs,117834,12:14.0,12:26.5,run,3133,3197,371
gs,117834,12:14.0,12:26.6,run,2278,1971,1967
gs,117834,12:14.0,12:26.7,run,1711,1945,2104
gs,117834,12:14.0,12:26.8,run,2920,2512,1197
gs,117834,12:14.0,12:26.9,run,2135,2240,1863
gs,117834,12:14.0,12:27.0,run,1836,2506,1568
gs,117834,12:14.0,12:27.1,run,2136,2367,1460
gs,117834,12:14.0,12:27.2,run,1929,2080,2193
gs,117834,12:14.0,12:27.3,run,2619,2433,1198
gs,117834,12:14.0,12:27.4,run,2185,2034,1840
gs,117834,12:14.0,12:27.5,run,1977,2172,1958
gs,117834,12:14.0,12:27.6,run,2334,2625,1237
gs,117834,12:14.0,12:27.7,run,2133,1916,2174
gs,117834,12:14.0,12:27.8,run,2862,2340,1277
gs,117834,12:14.0,12:27.9,run,2342,2488,1591
gs,117834,12:34.0,12:34.0,stand,1713,2262,1625
gs,117834,12:34.0,12:34.1,stand,1740,2222,1819
gs,117834,12:34.0,12:34.2,stand,1742,2416,1755
gs,117834,12:34.0,12:34.3,stand,1743,2343,1742
gs,117834,12:34.0,12:34.4,stand,1849,2367,1745
gs,117834,12:34.0,12:34.5,stand,1773,2323,1700
gs,117834,12:34.0,12:34.6,stand,1734,2266,1674
gs,117834,12:34.0,12:34.7,stand,1750,2286,1722
gs,117834,12:34.0,12:34.8,stand,1753,2283,1751
gs,117834,12:34.0,12:34.9,stand,1687,2329,1744
gs,117834,12:34.0,12:35.0,stand,1710,2297,1771
gs,117834,12:34.0,12:35.1,stand,1704,2266,1744
gs,117834,12:34.0,12:35.2,stand,1684,2236,1756
gs,117834,12:34.0,12:35.3,stand,1665,2310,1731
gs,117834,12:34.0,12:35.4,stand,1708,2312,1758
gs,117834,12:34.0,12:35.5,stand,1730,2285,1765
gs,117834,12:34.0,12:35.6,stand,1740,2295,1694
gs,117834,12:34.0,12:35.7,stand,1825,2333,1688
gs,117834,12:34.0,12:35.8,stand,1752,2331,1715
gs,117834,12:34.0,12:35.9,stand,1853,2315,1697
gs,117834,12:34.0,12:36.0,stand,1881,2340,1641
gs,117834,12:34.0,12:36.1,stand,1917,2427,1663
gs,117834,12:34.0,12:36.2,stand,1852,2322,1668
gs,117834,12:34.0,12:36.3,stand,1802,2292,1727
gs,117834,12:34.0,12:36.4,stand,1718,2332,1735
gs,117834,12:34.0,12:36.5,stand,1740,2324,1761
gs,117834,12:34.0,12:36.6,stand,1731,2298,1735
gs,117834,12:34.0,12:36.7,stand,1700,2321,1749
gs,117834,12:34.0,12:36.8,stand,1750,2296,1716
gs,117834,12:34.0,12:36.9,stand,1727,2281,1809
gs,117834,12:34.0,12:37.0,stand,1776,2385,1759
gs,117834,12:34.0,12:37.1,stand,1722,2324,1726
gs,117834,12:34.0,12:37.2,stand,1719,2333,1768
gs,117834,12:34.0,12:37.3,stand,1775,2340,1743
gs,117834,12:34.0,12:37.4,stand,1734,2297,1722
gs,117834,12:34.0,12:37.5,stand,1720,2312,1729
gs,117834,12:34.0,12:37.6,stand,1752,2341,1759
gs,117834,12:34.0,12:37.7,stand,1773,2315,1757
gs,117834,12:34.0,12:37.8,stand,1737,2364,1715
gs,117834,12:34.0,12:37.9,stand,1744,2364,1739
gs,117834,12:34.0,12:38.0,stand,1757,2303,1737
gs,117834,12:34.0,12:38.1,stand,1704,2351,1740
gs,117834,12:34.0,12:38.2,stand,1711,2281,1775
gs,117834,12:34.0,12:38.3,stand,1768,2381,1815
gs,117834,12:34.0,12:38.4,stand,1746,2344,1749
gs,117834,12:34.0,12:38.5,stand,1724,2337,1760
gs,117834,12:34.0,12:38.6,stand,1710,2326,1771
gs,117834,12:34.0,12:38.7,stand,1716,2310,1756
gs,117834,12:34.0,12:38.8,stand,1713,2313,1747
gs,117834,12:34.0,12:38.9,stand,1732,2325,1766
gs,117834,12:34.0,12:39.0,stand,1707,2306,1778
gs,117834,12:34.0,12:39.1,stand,1749,2290,1763
gs,117834,12:34.0,12:39.2,stand,1710,2317,1765
gs,117834,12:34.0,12:39.3,stand,1694,2337,1759
gs,117834,12:34.0,12:39.4,stand,1735,2294,1784
gs,117834,12:34.0,12:39.5,stand,1721,2279,1763
gs,117834,12:34.0,12:39.6,stand,1684,2337,1751
gs,117834,12:34.0,12:39.7,stand,1699,2329,1780
gs,117834,12:34.0,12:39.8,stand,1722,2290,1760
gs,117834,12:34.0,12:39.9,stand,1694,2324,1748
gs,117834,12:34.0,12:40.0,stand,1737,2400,1767
gs,117834,12:34.0,12:40.1,stand,1735,2292,1803
gs,117834,12:34.0,12:40.2,stand,1715,2239,1729
gs,117834,12:34.0,12:40.3,stand,1709,2286,1717
gs,117834,12:34.0,12:40.4,stand,1721,2310,1778
gs,117834,12:34.0,12:40.5,stand,1729,2288,1761
gs,117834,12:34.0,12:40.6,stand,1693,2316,1766
gs,117834,12:34.0,12:40.7,stand,1681,2303,1806
gs,117834,12:34.0,12:40.8,stand,1725,2290,1771
gs,117834,12:34.0,12:40.9,stand,1681,2320,1785
gs,117834,12:34.0,12:41.0,stand,1710,2323,1792
gs,117834,12:34.0,12:41.1,stand,1692,2303,1781
gs,117834,12:34.0,12:41.2,stand,1699,2297,1795
